Sales Person,Country,Product,Date,Amount,Boxes Shipped,Month,Year,Price_Per_Box
Mallorie Waber,USA,85% Dark Bars,2022-05-11,2632.0,108,5,2022,24.37037037037037
Mallorie Waber,USA,Eclairs,2022-03-22,6328.0,51,3,2022,124.07843137254902
Dennison Crosswaite,Canada,Spicy Special Slims,2022-08-10,2527.0,216,8,2022,11.699074074074074
Dennison Crosswaite,USA,Fruit & Nut Bars,2022-05-04,1414.0,318,5,2022,4.446540880503145
Kelci Walkden,USA,99% Dark & Pure,2022-08-18,7714.0,238,8,2022,32.411764705882355
Dotty Strutley,Canada,Raspberry Choco,2022-08-03,4347.0,238,8,2022,18.264705882352942
Marney O'Breen,New Zealand,Milk Bars,2022-01-14,7490.0,315,1,2022,23.77777777777778
Madelene Upcott,Australia,Choco Coated Almonds,2022-04-08,2058.0,72,4,2022,28.583333333333332
Kelci Walkden,UK,Orange Choco,2022-08-01,3640.0,3,8,2022,1213.3333333333333
Dennison Crosswaite,Canada,Eclairs,2022-03-15,455.0,45,3,2022,10.11111111111111
Karlen McCaffrey,India,Mint Chip Choco,2022-07-15,10990.0,184,7,2022,59.72826086956522
Barr Faughny,New Zealand,Almond Choco,2022-01-13,5558.0,127,1,2022,43.76377952755905
Mallorie Waber,Australia,85% Dark Bars,2022-08-26,2541.0,53,8,2022,47.943396226415096
Ches Bonnell,Canada,Eclairs,2022-01-10,1876.0,172,1,2022,10.906976744186046
Gigi Bohling,Australia,White Choc,2022-05-11,5523.0,87,5,2022,63.48275862068966
Beverie Moffet,New Zealand,85% Dark Bars,2022-08-30,11200.0,22,8,2022,509.09090909090907
Kaine Padly,USA,Caramel Stuffed Bars,2022-07-21,5593.0,122,7,2022,45.84426229508197
Mallorie Waber,Australia,Almond Choco,2022-08-01,7882.0,125,8,2022,63.056
Brien Boise,Canada,85% Dark Bars,2022-02-17,10241.0,259,2,2022,39.54054054054054
Brien Boise,Australia,Drinking Coco,2022-07-27,6832.0,156,7,2022,43.794871794871796
Dotty Strutley,USA,Orange Choco,2022-02-23,1379.0,107,2,2022,12.88785046728972
Rafaelita Blaksland,Australia,50% Dark Bites,2022-03-22,3010.0,40,3,2022,75.25
Dennison Crosswaite,India,99% Dark & Pure,2022-06-23,6888.0,311,6,2022,22.14790996784566
Curtice Advani,UK,White Choc,2022-02-01,1540.0,73,2,2022,21.095890410958905
Kelci Walkden,Australia,After Nines,2022-03-02,6916.0,288,3,2022,24.01388888888889
Gigi Bohling,UK,Fruit & Nut Bars,2022-04-06,1232.0,86,4,2022,14.325581395348838
Gunar Cockshoot,Australia,Raspberry Choco,2022-03-17,602.0,72,3,2022,8.36111111111111
Curtice Advani,UK,Fruit & Nut Bars,2022-06-24,10927.0,136,6,2022,80.34558823529412
Barr Faughny,Canada,50% Dark Bites,2022-07-19,10185.0,303,7,2022,33.613861386138616
Curtice Advani,USA,Spicy Special Slims,2022-07-11,1603.0,264,7,2022,6.071969696969697
Brien Boise,India,Almond Choco,2022-01-13,2170.0,218,1,2022,9.954128440366972
Oby Sorrel,New Zealand,Smooth Sliky Salty,2022-07-07,8673.0,60,7,2022,144.55
Jan Morforth,India,85% Dark Bars,2022-05-25,4760.0,418,5,2022,11.38755980861244
Marney O'Breen,India,Fruit & Nut Bars,2022-04-13,4753.0,151,4,2022,31.47682119205298
Andria Kimpton,New Zealand,50% Dark Bites,2022-03-02,3374.0,202,3,2022,16.702970297029704
Gunar Cockshoot,Canada,Raspberry Choco,2022-06-23,2058.0,126,6,2022,16.333333333333332
Kelci Walkden,USA,Drinking Coco,2022-07-26,6454.0,160,7,2022,40.3375
Van Tuxwell,Canada,White Choc,2022-03-22,420.0,3,3,2022,140.0
Rafaelita Blaksland,USA,Baker's Choco Chips,2022-06-09,2863.0,58,6,2022,49.36206896551724
Van Tuxwell,Australia,Caramel Stuffed Bars,2022-05-17,5936.0,59,5,2022,100.61016949152543
Ches Bonnell,New Zealand,Peanut Butter Cubes,2022-03-04,889.0,273,3,2022,3.2564102564102564
Kelci Walkden,Canada,Milk Bars,2022-07-07,16016.0,28,7,2022,572.0
Dennison Crosswaite,Canada,Choco Coated Almonds,2022-01-13,10479.0,118,1,2022,88.80508474576271
Curtice Advani,Australia,Almond Choco,2022-07-13,2912.0,75,7,2022,38.82666666666667
Madelene Upcott,Australia,85% Dark Bars,2022-06-16,1575.0,329,6,2022,4.787234042553192
Gigi Bohling,UK,50% Dark Bites,2022-07-18,8197.0,69,7,2022,118.79710144927536
Ches Bonnell,UK,Manuka Honey Choco,2022-05-30,4221.0,395,5,2022,10.686075949367089
Gigi Bohling,UK,70% Dark Bites,2022-06-21,840.0,81,6,2022,10.37037037037037
Jehu Rudeforth,Australia,Peanut Butter Cubes,2022-06-24,5691.0,38,6,2022,149.76315789473685
Marney O'Breen,India,Eclairs,2022-01-13,3472.0,96,1,2022,36.166666666666664
Curtice Advani,Canada,Fruit & Nut Bars,2022-04-04,4193.0,195,4,2022,21.502564102564104
Kaine Padly,UK,Smooth Sliky Salty,2022-06-08,9016.0,554,6,2022,16.27436823104693
Karlen McCaffrey,Canada,Spicy Special Slims,2022-08-02,6328.0,47,8,2022,134.63829787234042
Kelci Walkden,USA,Organic Choco Syrup,2022-07-21,9870.0,152,7,2022,64.9342105263158
Curtice Advani,India,Spicy Special Slims,2022-06-20,161.0,134,6,2022,1.2014925373134329
Roddy Speechley,India,After Nines,2022-06-22,2576.0,112,6,2022,23.0
Camilla Castle,Australia,Caramel Stuffed Bars,2022-05-02,3178.0,16,5,2022,198.625
Curtice Advani,Australia,99% Dark & Pure,2022-01-07,4676.0,84,1,2022,55.666666666666664
Mallorie Waber,UK,50% Dark Bites,2022-02-21,5502.0,99,2,2022,55.57575757575758
Ches Bonnell,Canada,Baker's Choco Chips,2022-03-21,7462.0,371,3,2022,20.11320754716981
Van Tuxwell,UK,Drinking Coco,2022-04-04,5803.0,136,4,2022,42.669117647058826
Gunar Cockshoot,Canada,Fruit & Nut Bars,2022-03-24,13888.0,203,3,2022,68.41379310344827
Gunar Cockshoot,New Zealand,Spicy Special Slims,2022-06-28,6867.0,183,6,2022,37.52459016393443
Gunar Cockshoot,Australia,Drinking Coco,2022-01-14,2317.0,195,1,2022,11.882051282051282
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,2022-02-07,1218.0,135,2,2022,9.022222222222222
Dennison Crosswaite,New Zealand,Drinking Coco,2022-01-11,4109.0,197,1,2022,20.85786802030457
Jehu Rudeforth,India,99% Dark & Pure,2022-02-25,1953.0,242,2,2022,8.070247933884298
Dotty Strutley,Australia,Mint Chip Choco,2022-08-01,6790.0,25,8,2022,271.6
Roddy Speechley,Australia,Mint Chip Choco,2022-05-05,6797.0,252,5,2022,26.97222222222222
Madelene Upcott,New Zealand,Raspberry Choco,2022-05-18,9226.0,415,5,2022,22.23132530120482
Dotty Strutley,New Zealand,Choco Coated Almonds,2022-01-04,5733.0,348,1,2022,16.474137931034484
Roddy Speechley,New Zealand,50% Dark Bites,2022-05-09,4312.0,211,5,2022,20.436018957345972
Rafaelita Blaksland,India,Smooth Sliky Salty,2022-05-06,1638.0,81,5,2022,20.22222222222222
Husein Augar,UK,White Choc,2022-01-13,10815.0,145,1,2022,74.58620689655173
Roddy Speechley,Australia,Almond Choco,2022-06-24,4466.0,74,6,2022,60.351351351351354
Van Tuxwell,USA,Caramel Stuffed Bars,2022-02-14,987.0,21,2,2022,47.0
Camilla Castle,Australia,99% Dark & Pure,2022-01-18,4669.0,101,1,2022,46.227722772277225
Kaine Padly,India,Milk Bars,2022-05-02,2905.0,91,5,2022,31.923076923076923
Ches Bonnell,Australia,Smooth Sliky Salty,2022-05-16,7490.0,54,5,2022,138.7037037037037
Mallorie Waber,USA,Almond Choco,2022-01-28,6986.0,368,1,2022,18.983695652173914
Kaine Padly,Canada,99% Dark & Pure,2022-06-24,1288.0,409,6,2022,3.1491442542787285
Oby Sorrel,UK,After Nines,2022-07-18,2345.0,104,7,2022,22.548076923076923
Gunar Cockshoot,UK,Eclairs,2022-04-13,3619.0,164,4,2022,22.067073170731707
Dotty Strutley,USA,Caramel Stuffed Bars,2022-04-15,16982.0,76,4,2022,223.44736842105263
Jan Morforth,India,Peanut Butter Cubes,2022-01-04,8092.0,178,1,2022,45.46067415730337
Husein Augar,Australia,Eclairs,2022-07-04,6993.0,31,7,2022,225.58064516129033
Beverie Moffet,USA,Smooth Sliky Salty,2022-03-24,2317.0,352,3,2022,6.582386363636363
Camilla Castle,Australia,Manuka Honey Choco,2022-03-17,637.0,169,3,2022,3.769230769230769
Oby Sorrel,Australia,Almond Choco,2022-02-15,6034.0,223,2,2022,27.05829596412556
Jan Morforth,USA,Orange Choco,2022-06-29,980.0,146,6,2022,6.712328767123288
Gigi Bohling,USA,Fruit & Nut Bars,2022-05-24,2821.0,112,5,2022,25.1875
Mallorie Waber,UK,Milk Bars,2022-01-10,3563.0,284,1,2022,12.545774647887324
Curtice Advani,USA,Raspberry Choco,2022-03-15,2996.0,139,3,2022,21.553956834532375
Marney O'Breen,Canada,Milk Bars,2022-02-08,2436.0,309,2,2022,7.883495145631068
Brien Boise,India,Caramel Stuffed Bars,2022-02-25,1540.0,100,2,2022,15.4
Gunar Cockshoot,USA,Eclairs,2022-05-03,6916.0,42,5,2022,164.66666666666666
Roddy Speechley,USA,Fruit & Nut Bars,2022-06-14,5509.0,24,6,2022,229.54166666666666
Gunar Cockshoot,India,50% Dark Bites,2022-08-09,12992.0,83,8,2022,156.53012048192772
Wilone O'Kielt,New Zealand,Manuka Honey Choco,2022-07-11,3724.0,234,7,2022,15.914529914529915
Kaine Padly,UK,Manuka Honey Choco,2022-01-14,7133.0,118,1,2022,60.44915254237288
Van Tuxwell,Canada,Manuka Honey Choco,2022-02-24,8617.0,46,2,2022,187.32608695652175
Wilone O'Kielt,New Zealand,Almond Choco,2022-03-15,9198.0,144,3,2022,63.875
Oby Sorrel,New Zealand,Baker's Choco Chips,2022-04-25,11823.0,47,4,2022,251.5531914893617
Dennison Crosswaite,Australia,Organic Choco Syrup,2022-05-10,5775.0,41,5,2022,140.85365853658536
Marney O'Breen,Australia,Spicy Special Slims,2022-06-23,13125.0,275,6,2022,47.72727272727273
Beverie Moffet,Canada,Smooth Sliky Salty,2022-02-28,14287.0,370,2,2022,38.61351351351351
Brien Boise,USA,Organic Choco Syrup,2022-05-25,16233.0,138,5,2022,117.6304347826087
Roddy Speechley,New Zealand,Baker's Choco Chips,2022-02-22,5313.0,215,2,2022,24.711627906976744
Van Tuxwell,UK,85% Dark Bars,2022-07-11,3577.0,134,7,2022,26.69402985074627
Marney O'Breen,Canada,Spicy Special Slims,2022-01-03,3528.0,336,1,2022,10.5
Rafaelita Blaksland,New Zealand,70% Dark Bites,2022-08-24,679.0,280,8,2022,2.425
Beverie Moffet,USA,50% Dark Bites,2022-07-28,2450.0,352,7,2022,6.9602272727272725
Brien Boise,USA,Mint Chip Choco,2022-05-25,10577.0,150,5,2022,70.51333333333334
Karlen McCaffrey,New Zealand,Eclairs,2022-05-06,2597.0,177,5,2022,14.67231638418079
Barr Faughny,India,Drinking Coco,2022-01-28,2219.0,142,1,2022,15.626760563380282
Marney O'Breen,UK,Orange Choco,2022-06-06,11319.0,12,6,2022,943.25
Brien Boise,New Zealand,Baker's Choco Chips,2022-07-12,5978.0,24,7,2022,249.08333333333334
Ches Bonnell,Canada,Spicy Special Slims,2022-08-05,5327.0,183,8,2022,29.10928961748634
Brien Boise,USA,Orange Choco,2022-01-28,6020.0,147,1,2022,40.95238095238095
Kaine Padly,India,Spicy Special Slims,2022-08-31,5614.0,137,8,2022,40.97810218978102
Mallorie Waber,USA,50% Dark Bites,2022-04-19,1736.0,13,4,2022,133.53846153846155
Mallorie Waber,UK,Mint Chip Choco,2022-06-29,6384.0,2,6,2022,3192.0
Beverie Moffet,India,Choco Coated Almonds,2022-02-24,3577.0,261,2,2022,13.704980842911878
Madelene Upcott,UK,Smooth Sliky Salty,2022-03-04,14539.0,84,3,2022,173.08333333333334
Gigi Bohling,India,Eclairs,2022-06-21,3493.0,68,6,2022,51.36764705882353
Rafaelita Blaksland,Australia,Organic Choco Syrup,2022-01-26,994.0,105,1,2022,9.466666666666667
Oby Sorrel,New Zealand,White Choc,2022-06-10,4361.0,40,6,2022,109.025
Andria Kimpton,UK,Drinking Coco,2022-05-23,1554.0,65,5,2022,23.907692307692308
Kelci Walkden,India,Milk Bars,2022-04-15,966.0,107,4,2022,9.02803738317757
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,2022-01-31,5334.0,227,1,2022,23.497797356828194
Andria Kimpton,New Zealand,Organic Choco Syrup,2022-03-04,4935.0,39,3,2022,126.53846153846153
Barr Faughny,New Zealand,After Nines,2022-04-19,10024.0,84,4,2022,119.33333333333333
Beverie Moffet,UK,Almond Choco,2022-05-16,2506.0,100,5,2022,25.06
Oby Sorrel,Australia,Raspberry Choco,2022-02-17,1043.0,120,2,2022,8.691666666666666
Dennison Crosswaite,USA,Raspberry Choco,2022-01-18,6524.0,257,1,2022,25.3852140077821
Roddy Speechley,Canada,Orange Choco,2022-02-09,8148.0,85,2,2022,95.85882352941177
Mallorie Waber,Canada,Orange Choco,2022-03-23,3577.0,178,3,2022,20.09550561797753
Madelene Upcott,New Zealand,Caramel Stuffed Bars,2022-02-01,3374.0,151,2,2022,22.344370860927153
Mallorie Waber,India,Drinking Coco,2022-03-07,3948.0,142,3,2022,27.802816901408452
Ches Bonnell,UK,White Choc,2022-01-03,3269.0,226,1,2022,14.464601769911505
Ches Bonnell,USA,White Choc,2022-02-11,5271.0,341,2,2022,15.457478005865102
Dennison Crosswaite,New Zealand,Orange Choco,2022-03-16,4571.0,140,3,2022,32.65
Dotty Strutley,India,White Choc,2022-08-15,12327.0,330,8,2022,37.35454545454545
Gigi Bohling,India,Manuka Honey Choco,2022-05-12,4935.0,73,5,2022,67.6027397260274
Van Tuxwell,India,Spicy Special Slims,2022-04-11,6167.0,4,4,2022,1541.75
Jan Morforth,New Zealand,Mint Chip Choco,2022-06-30,18340.0,285,6,2022,64.35087719298245
Dotty Strutley,New Zealand,White Choc,2022-06-15,7014.0,60,6,2022,116.9
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,2022-08-01,7119.0,101,8,2022,70.48514851485149
Kaine Padly,USA,Milk Bars,2022-06-15,15491.0,58,6,2022,267.08620689655174
Brien Boise,India,After Nines,2022-06-16,5747.0,45,6,2022,127.71111111111111
Oby Sorrel,New Zealand,Raspberry Choco,2022-05-13,4550.0,281,5,2022,16.19217081850534
Dennison Crosswaite,USA,Drinking Coco,2022-05-10,2191.0,138,5,2022,15.876811594202898
Oby Sorrel,India,Eclairs,2022-08-25,5663.0,322,8,2022,17.58695652173913
Ches Bonnell,New Zealand,Organic Choco Syrup,2022-07-15,7623.0,85,7,2022,89.68235294117648
Gigi Bohling,UK,Baker's Choco Chips,2022-05-16,9023.0,409,5,2022,22.061124694376527
Jan Morforth,Australia,50% Dark Bites,2022-06-14,3402.0,182,6,2022,18.692307692307693
Beverie Moffet,Australia,Smooth Sliky Salty,2022-01-25,10507.0,467,1,2022,22.498929336188436
Ches Bonnell,USA,Organic Choco Syrup,2022-07-28,7721.0,14,7,2022,551.5
Brien Boise,Canada,Mint Chip Choco,2022-01-28,5033.0,178,1,2022,28.275280898876403
Kaine Padly,UK,Orange Choco,2022-06-29,1960.0,191,6,2022,10.261780104712042
Karlen McCaffrey,Australia,70% Dark Bites,2022-06-24,238.0,317,6,2022,0.750788643533123
Gunar Cockshoot,Canada,Mint Chip Choco,2022-07-01,7756.0,410,7,2022,18.917073170731708
Roddy Speechley,USA,Peanut Butter Cubes,2022-02-25,1736.0,137,2,2022,12.671532846715328
Curtice Advani,Canada,Smooth Sliky Salty,2022-08-01,2660.0,12,8,2022,221.66666666666666
Oby Sorrel,Australia,Milk Bars,2022-06-21,7672.0,254,6,2022,30.20472440944882
Camilla Castle,New Zealand,Spicy Special Slims,2022-01-25,11564.0,24,1,2022,481.8333333333333
Gigi Bohling,UK,Milk Bars,2022-05-17,1365.0,232,5,2022,5.883620689655173
Andria Kimpton,Australia,85% Dark Bars,2022-08-23,4186.0,233,8,2022,17.965665236051503
Camilla Castle,Australia,Smooth Sliky Salty,2022-03-03,7406.0,118,3,2022,62.76271186440678
Roddy Speechley,India,Caramel Stuffed Bars,2022-05-30,8911.0,543,5,2022,16.410681399631677
Karlen McCaffrey,USA,Drinking Coco,2022-06-29,112.0,223,6,2022,0.5022421524663677
Andria Kimpton,Canada,Organic Choco Syrup,2022-01-04,8204.0,204,1,2022,40.21568627450981
Jehu Rudeforth,Australia,Drinking Coco,2022-01-14,2611.0,65,1,2022,40.16923076923077
Karlen McCaffrey,USA,Mint Chip Choco,2022-02-15,15652.0,53,2,2022,295.3207547169811
Curtice Advani,New Zealand,Spicy Special Slims,2022-01-10,4074.0,469,1,2022,8.686567164179104
Madelene Upcott,USA,White Choc,2022-05-04,12250.0,213,5,2022,57.51173708920188
Andria Kimpton,USA,Spicy Special Slims,2022-05-23,2366.0,5,5,2022,473.2
Barr Faughny,New Zealand,Fruit & Nut Bars,2022-04-26,1687.0,147,4,2022,11.476190476190476
Oby Sorrel,Canada,Organic Choco Syrup,2022-07-05,1232.0,74,7,2022,16.64864864864865
Madelene Upcott,UK,Organic Choco Syrup,2022-07-21,6965.0,163,7,2022,42.73006134969325
Dotty Strutley,USA,Mint Chip Choco,2022-02-21,5292.0,248,2,2022,21.338709677419356
Kelci Walkden,USA,Orange Choco,2022-02-03,1379.0,138,2,2022,9.992753623188406
Gigi Bohling,Australia,Caramel Stuffed Bars,2022-07-08,8001.0,151,7,2022,52.98675496688742
Mallorie Waber,India,50% Dark Bites,2022-05-31,588.0,139,5,2022,4.23021582733813
Van Tuxwell,New Zealand,Mint Chip Choco,2022-06-27,4046.0,103,6,2022,39.28155339805825
Van Tuxwell,India,50% Dark Bites,2022-05-13,5103.0,129,5,2022,39.55813953488372
Van Tuxwell,USA,Manuka Honey Choco,2022-05-31,2317.0,102,5,2022,22.715686274509803
Wilone O'Kielt,USA,Orange Choco,2022-02-28,7042.0,37,2,2022,190.32432432432432
Barr Faughny,New Zealand,Eclairs,2022-03-28,6713.0,31,3,2022,216.5483870967742
Gigi Bohling,USA,After Nines,2022-01-14,1848.0,227,1,2022,8.140969162995594
Barr Faughny,New Zealand,Mint Chip Choco,2022-02-21,6440.0,145,2,2022,44.41379310344828
Dennison Crosswaite,Canada,85% Dark Bars,2022-08-01,10885.0,90,8,2022,120.94444444444444
Beverie Moffet,New Zealand,Smooth Sliky Salty,2022-05-19,2387.0,59,5,2022,40.45762711864407
Husein Augar,USA,White Choc,2022-07-13,2030.0,60,7,2022,33.833333333333336
Andria Kimpton,Australia,Peanut Butter Cubes,2022-04-20,6678.0,148,4,2022,45.12162162162162
Dennison Crosswaite,India,85% Dark Bars,2022-06-30,4515.0,22,6,2022,205.22727272727272
Curtice Advani,UK,50% Dark Bites,2022-03-08,3374.0,142,3,2022,23.760563380281692
Gunar Cockshoot,USA,Fruit & Nut Bars,2022-03-09,5852.0,93,3,2022,62.924731182795696
Oby Sorrel,Canada,Raspberry Choco,2022-06-16,1750.0,208,6,2022,8.413461538461538
Gigi Bohling,UK,Drinking Coco,2022-06-30,5782.0,42,6,2022,137.66666666666666
Kelci Walkden,India,Mint Chip Choco,2022-07-28,2870.0,120,7,2022,23.916666666666668
Karlen McCaffrey,Canada,Peanut Butter Cubes,2022-08-12,3094.0,159,8,2022,19.459119496855347
Barr Faughny,UK,Mint Chip Choco,2022-07-07,3724.0,316,7,2022,11.784810126582279
Barr Faughny,USA,85% Dark Bars,2022-08-25,12761.0,47,8,2022,271.51063829787233
Husein Augar,Canada,Eclairs,2022-01-17,3696.0,233,1,2022,15.86266094420601
Jan Morforth,Australia,70% Dark Bites,2022-03-04,5222.0,384,3,2022,13.598958333333334
Marney O'Breen,New Zealand,Fruit & Nut Bars,2022-08-25,8939.0,4,8,2022,2234.75
Ches Bonnell,UK,Peanut Butter Cubes,2022-04-15,2156.0,260,4,2022,8.292307692307693
Kaine Padly,USA,Organic Choco Syrup,2022-03-11,2380.0,22,3,2022,108.18181818181819
Camilla Castle,USA,Raspberry Choco,2022-05-20,3339.0,18,5,2022,185.5
Brien Boise,New Zealand,Manuka Honey Choco,2022-06-14,14980.0,42,6,2022,356.6666666666667
Jehu Rudeforth,New Zealand,After Nines,2022-04-14,1512.0,73,4,2022,20.71232876712329
Jehu Rudeforth,USA,Smooth Sliky Salty,2022-07-07,6657.0,154,7,2022,43.22727272727273
Madelene Upcott,India,Mint Chip Choco,2022-08-24,3836.0,71,8,2022,54.028169014084504
Jehu Rudeforth,India,Eclairs,2022-02-24,8771.0,127,2,2022,69.06299212598425
Karlen McCaffrey,Canada,Raspberry Choco,2022-05-09,651.0,224,5,2022,2.90625
Kaine Padly,Australia,70% Dark Bites,2022-02-08,6706.0,223,2,2022,30.071748878923767
Roddy Speechley,UK,70% Dark Bites,2022-03-24,1421.0,284,3,2022,5.003521126760563
Rafaelita Blaksland,USA,Drinking Coco,2022-06-20,8526.0,73,6,2022,116.79452054794521
Mallorie Waber,Canada,Manuka Honey Choco,2022-03-07,1435.0,112,3,2022,12.8125
Kaine Padly,Australia,Fruit & Nut Bars,2022-06-20,7434.0,85,6,2022,87.45882352941176
Oby Sorrel,New Zealand,Organic Choco Syrup,2022-02-17,15316.0,270,2,2022,56.72592592592593
Madelene Upcott,UK,99% Dark & Pure,2022-01-26,10479.0,45,1,2022,232.86666666666667
Madelene Upcott,Australia,Mint Chip Choco,2022-05-02,2751.0,153,5,2022,17.980392156862745
Curtice Advani,Canada,99% Dark & Pure,2022-07-07,12586.0,7,7,2022,1798.0
Rafaelita Blaksland,Australia,Baker's Choco Chips,2022-08-22,2786.0,51,8,2022,54.627450980392155
Karlen McCaffrey,Australia,After Nines,2022-08-11,2303.0,67,8,2022,34.37313432835821
Marney O'Breen,UK,99% Dark & Pure,2022-01-13,8113.0,194,1,2022,41.81958762886598
Gunar Cockshoot,Australia,50% Dark Bites,2022-03-02,12271.0,116,3,2022,105.78448275862068
Marney O'Breen,Australia,Choco Coated Almonds,2022-07-27,11298.0,41,7,2022,275.5609756097561
Kelci Walkden,New Zealand,Drinking Coco,2022-03-10,15855.0,111,3,2022,142.83783783783784
Beverie Moffet,USA,85% Dark Bars,2022-08-23,12404.0,334,8,2022,37.137724550898206
Roddy Speechley,USA,Eclairs,2022-04-25,3990.0,155,4,2022,25.741935483870968
Dennison Crosswaite,UK,Milk Bars,2022-03-07,10808.0,407,3,2022,26.555282555282556
Wilone O'Kielt,UK,Organic Choco Syrup,2022-07-12,4858.0,52,7,2022,93.42307692307692
Madelene Upcott,USA,Orange Choco,2022-05-16,7742.0,138,5,2022,56.10144927536232
Gunar Cockshoot,India,Smooth Sliky Salty,2022-03-02,3752.0,70,3,2022,53.6
Marney O'Breen,New Zealand,85% Dark Bars,2022-05-30,1218.0,149,5,2022,8.174496644295303
Marney O'Breen,UK,Manuka Honey Choco,2022-06-10,10983.0,179,6,2022,61.357541899441344
Brien Boise,USA,99% Dark & Pure,2022-07-25,6769.0,353,7,2022,19.175637393767705
Beverie Moffet,New Zealand,Mint Chip Choco,2022-06-09,4361.0,97,6,2022,44.95876288659794
Dennison Crosswaite,USA,Milk Bars,2022-05-12,777.0,60,5,2022,12.95
Gunar Cockshoot,USA,Drinking Coco,2022-05-09,3843.0,5,5,2022,768.6
Brien Boise,Canada,Manuka Honey Choco,2022-08-09,6930.0,182,8,2022,38.07692307692308
Van Tuxwell,India,Choco Coated Almonds,2022-04-13,5733.0,114,4,2022,50.28947368421053
Andria Kimpton,USA,Caramel Stuffed Bars,2022-05-02,8393.0,46,5,2022,182.45652173913044
Dotty Strutley,USA,99% Dark & Pure,2022-08-09,3822.0,320,8,2022,11.94375
Camilla Castle,Australia,Raspberry Choco,2022-08-23,6342.0,178,8,2022,35.62921348314607
Gunar Cockshoot,India,Spicy Special Slims,2022-05-13,6510.0,170,5,2022,38.294117647058826
Karlen McCaffrey,USA,Manuka Honey Choco,2022-02-01,10171.0,67,2,2022,151.80597014925374
Camilla Castle,USA,50% Dark Bites,2022-06-23,5908.0,301,6,2022,19.627906976744185
Madelene Upcott,UK,Choco Coated Almonds,2022-05-24,10164.0,134,5,2022,75.85074626865672
Jan Morforth,Canada,Mint Chip Choco,2022-04-01,1064.0,211,4,2022,5.042654028436019
Camilla Castle,Canada,70% Dark Bites,2022-07-27,9716.0,151,7,2022,64.34437086092716
Ches Bonnell,India,Peanut Butter Cubes,2022-01-27,22050.0,208,1,2022,106.00961538461539
Jan Morforth,India,Choco Coated Almonds,2022-08-12,2541.0,134,8,2022,18.96268656716418
